ITEM_MAT_LIQUID_001,Clean Water
ITEM_EFF_EQUIP_WEP_DLC03_05_01,
ITEM_EFF_EQUIP_WEP_DLC03_05_02,
ITEM_EFF_EQUIP_WEP_DLC03_05_03,
ITEM_EFF_EQUIP_WEP_DLC03_05_04,
ITEM_EFF_EQUIP_WEP_DLC04_01_01,
ITEM_EFF_EQUIP_WEP_DLC04_01_02,
ITEM_EFF_EQUIP_WEP_DLC04_01_03,
ITEM_EFF_EQUIP_WEP_DLC04_01_04,
ITEM_EFF_EQUIP_WEP_DLC04_02_01,
ITEM_EFF_EQUIP_WEP_DLC04_02_02,
ITEM_EFF_EQUIP_WEP_DLC04_02_03,
ITEM_EFF_EQUIP_WEP_DLC04_02_04,
ITEM_EFF_EQUIP_WEP_DLC04_03_01,
ITEM_EFF_EQUIP_WEP_DLC04_03_02,
ITEM_EFF_EQUIP_WEP_DLC04_03_03,
ITEM_EFF_EQUIP_WEP_DLC04_03_04,
ITEM_EFF_EQUIP_WEP_DLC04_04_01,
ITEM_EFF_EQUIP_WEP_DLC04_04_02,
ITEM_EFF_EQUIP_WEP_DLC04_04_03,
ITEM_EFF_EQUIP_WEP_DLC04_04_04,
ITEM_EFF_EQUIP_WEP_DLC04_05_01,
ITEM_EFF_EQUIP_WEP_DLC04_05_02,
ITEM_EFF_EQUIP_WEP_DLC04_05_03,
ITEM_EFF_EQUIP_WEP_DLC04_05_04,
ITEM_EFF_EQUIP_BOOST_WEP_001,Surprise Smack
ITEM_EFF_EQUIP_BOOST_WEP_002,Terror Crack
ITEM_EFF_EQUIP_BOOST_WEP_003,Slicing Ice Edge
ITEM_EFF_EQUIP_BOOST_WEP_004,Slashing Ice Edge
ITEM_EFF_EQUIP_BOOST_WEP_005,10 Spikes
ITEM_EFF_EQUIP_BOOST_WEP_006,100 Spikes
ITEM_EFF_EQUIP_BOOST_WEP_007,"1,000 Spikes"
ITEM_EFF_EQUIP_BOOST_WEP_008,Fire Blessing S
ITEM_EFF_EQUIP_BOOST_WEP_009,Fire Blessing M
ITEM_EFF_EQUIP_BOOST_WEP_010,Fire Blessing L
ITEM_EFF_EQUIP_BOOST_WEP_011,Fire Blessing XL
ITEM_EFF_EQUIP_BOOST_WEP_012,Ice Blessing S
ITEM_EFF_EQUIP_BOOST_WEP_013,Ice Blessing M
ITEM_EFF_EQUIP_BOOST_WEP_014,Ice Blessing L
ITEM_EFF_EQUIP_BOOST_WEP_015,Ice Blessing XL
ITEM_EFF_EQUIP_BOOST_WEP_016,Lightning Blessing S
ITEM_EFF_EQUIP_BOOST_WEP_017,Lightning Blessing M
ITEM_EFF_EQUIP_BOOST_WEP_018,Lightning Blessing L
ITEM_EFF_EQUIP_BOOST_WEP_019,Lightning Blessing XL
ITEM_EFF_EQUIP_BOOST_WEP_020,Wind Blessing S
ITEM_EFF_EQUIP_BOOST_WEP_021,Wind Blessing M
ITEM_EFF_EQUIP_BOOST_WEP_022,Wind Blessing L
ITEM_EFF_EQUIP_BOOST_WEP_023,Wind Blessing XL
ITEM_EFF_EQUIP_BOOST_WEP_024,Heal Rune S
ITEM_EFF_EQUIP_BOOST_WEP_025,Heal Rune M
ITEM_EFF_EQUIP_BOOST_WEP_026,Heal Rune L
ITEM_EFF_EQUIP_BOOST_WEP_027,Heal Rune XL
ITEM_EFF_EQUIP_BOOST_WEP_028,Stubborn Shield
ITEM_EFF_EQUIP_BOOST_WEP_029,Indestructible Shield
ITEM_EFF_EQUIP_BOOST_WEP_030,Puni Guard
ITEM_EFF_EQUIP_BOOST_WEP_031,Puni Shield
ITEM_EFF_EQUIP_BOOST_WEP_032,Puni Rampart
ITEM_EFF_EQUIP_BOOST_WEP_033,Guardian Mirror S
ITEM_EFF_EQUIP_BOOST_WEP_034,Guardian Mirror M
ITEM_EFF_EQUIP_BOOST_WEP_035,Guardian Mirror L
ITEM_EFF_EQUIP_BOOST_WEP_036,War God's Cry S
ITEM_EFF_EQUIP_BOOST_WEP_037,War God's Cry M
ITEM_EFF_EQUIP_BOOST_WEP_038,War God's Cry L
ITEM_EFF_EQUIP_BOOST_WEP_039,Binding Curse
ITEM_EFF_EQUIP_BOOST_WEP_040,Chained Curse
ITEM_EFF_EQUIP_BOOST_WEP_041,Fire Seal
ITEM_EFF_EQUIP_BOOST_WEP_042,Inferno Seal
ITEM_EFF_EQUIP_BOOST_WEP_043,Ice Seal
ITEM_EFF_EQUIP_BOOST_WEP_044,Frost Seal
ITEM_EFF_EQUIP_BOOST_WEP_045,Lightning Seal
ITEM_EFF_EQUIP_BOOST_WEP_046,Thunderclap Seal
ITEM_EFF_EQUIP_BOOST_WEP_047,Wind Seal
ITEM_EFF_EQUIP_BOOST_WEP_048,Storm Seal
ITEM_EFF_EQUIP_BOOST_WEP_049,Burst Shell S
ITEM_EFF_EQUIP_BOOST_WEP_050,Burst Shell M
ITEM_EFF_EQUIP_BOOST_WEP_051,Burst Shell L
ITEM_EFF_EQUIP_BOOST_WEP_052,Destruction Strike
ITEM_EFF_EQUIP_BOOST_WEP_053,Creation Strike
ITEM_EFF_EQUIP_BOOST_WEP_054,Sliver of Light
ITEM_EFF_EQUIP_BOOST_WEP_055,Spreading Light
ITEM_EFF_EQUIP_BOOST_WEP_056,Blinding Light
ITEM_EFF_EQUIP_BOOST_WEP_057,Conductive Heat
ITEM_EFF_EQUIP_BOOST_WEP_058,Conductive Flame
ITEM_EFF_EQUIP_BOOST_WEP_059,Core Flow
ITEM_EFF_EQUIP_BOOST_WEP_060,Core Flood
ITEM_EFF_EQUIP_BOOST_WEP_061,Core Overflow
ITEM_EFF_EQUIP_BOOST_WEP_062,Sprite Helper
ITEM_EFF_EQUIP_BOOST_WEP_063,Sprite Assistant
ITEM_EFF_EQUIP_BOOST_WEP_064,Holy Water S
ITEM_EFF_EQUIP_BOOST_WEP_065,Holy Water M
ITEM_EFF_EQUIP_BOOST_WEP_066,Holy Water L
ITEM_EFF_EQUIP_BOOST_WEP_067,Earth Water
ITEM_EFF_EQUIP_BOOST_WEP_068,Heaven Water
ITEM_EFF_EQUIP_BOOST_WEP_069,Strength Stimulant
ITEM_EFF_EQUIP_BOOST_WEP_070,Life Stimulant
ITEM_EFF_EQUIP_BOOST_WEP_071,Soul Stimulant
ITEM_EFF_EQUIP_BOOST_WEP_072,Harvest Prayer​ S
ITEM_EFF_EQUIP_BOOST_WEP_073,Harvest Prayer​ M
ITEM_EFF_EQUIP_BOOST_WEP_074,Harvest Prayer​ L
ITEM_EFF_EQUIP_BOOST_WEP_075,Goddess Blessing S
ITEM_EFF_EQUIP_BOOST_WEP_076,Goddess Blessing M
ITEM_EFF_EQUIP_BOOST_WEP_077,Goddess Blessing L
ITEM_EFF_EQUIP_BOOST_WEP_078,Comforting Timbre S
ITEM_EFF_EQUIP_BOOST_WEP_079,Comforting Timbre M
ITEM_EFF_EQUIP_BOOST_WEP_080,Comforting Timbre L
ITEM_EFF_EQUIP_BOOST_WEP_081,Comforting Timbre XL
ITEM_EFF_EQUIP_BOOST_WEP_082,Protection S
ITEM_EFF_EQUIP_BOOST_WEP_083,Protection M
ITEM_EFF_EQUIP_BOOST_WEP_084,Protection L
ITEM_EFF_EQUIP_BOOST_WEP_085,Assassin Poison S
ITEM_EFF_EQUIP_BOOST_WEP_086,Assassin Poison M
ITEM_EFF_EQUIP_BOOST_WEP_087,Assassin Poison L
ITEM_EFF_EQUIP_BOOST_WEP_088,Feather Shield S
ITEM_EFF_EQUIP_BOOST_WEP_089,Feather Shield M
ITEM_EFF_EQUIP_BOOST_WEP_090,Feather Shield L
ITEM_EFF_EQUIP_BOOST_WEP_091,Feather Shield XL
ITEM_EFF_EQUIP_BOOST_WEP_092,Devil's Pact S
ITEM_EFF_EQUIP_BOOST_WEP_093,Devil's Pact M
ITEM_EFF_EQUIP_BOOST_WEP_094,Devil's Pact L
ITEM_EFF_EQUIP_BOOST_WEP_095,Phantom Illusion S
ITEM_EFF_EQUIP_BOOST_WEP_096,Phantom Illusion M
ITEM_EFF_EQUIP_BOOST_WEP_097,Phantom Illusion L
ITEM_EFF_EQUIP_BOOST_WEP_098,Reverse Second Hand
ITEM_EFF_EQUIP_BOOST_WEP_099,Reverse Minute Hand
ITEM_EFF_EQUIP_BOOST_WEP_100,Reverse Hour Hand
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_01,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_02,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_03,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_04,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_05,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_06,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_07,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_08,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_09,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_10,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_11,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_12,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_13,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_14,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_15,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_16,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_17,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_18,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_19,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_20,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_21,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_22,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_23,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_24,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_25,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_26,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_27,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_28,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_29,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_30,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_31,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_32,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_33,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_34,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_35,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_36,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_37,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_38,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_39,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_40,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_41,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_42,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_43,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_44,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_45,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_46,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_47,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_48,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_49,
ITEM_EFF_EQUIP_BOOST_WEP_RESERVE_50,
ITEM_EFF_EQUIP_ARM_01_01,Finest Quality S
ITEM_EFF_EQUIP_ARM_01_02,Finest Quality M
ITEM_EFF_EQUIP_ARM_01_03,Finest Quality L
ITEM_EFF_EQUIP_ARM_02_01,Experimentation S
ITEM_EFF_EQUIP_ARM_02_02,Experimentation M
ITEM_EFF_EQUIP_ARM_02_03,Experimentation L
ITEM_EFF_EQUIP_ARM_02_04,Practical
ITEM_EFF_EQUIP_ARM_03_01,Perpetual Ice S
ITEM_EFF_EQUIP_ARM_03_02,Perpetual Ice M
ITEM_EFF_EQUIP_ARM_03_03,Perpetual Ice L
ITEM_EFF_EQUIP_ARM_04_01,Rise Above S
ITEM_EFF_EQUIP_ARM_04_02,Rise Above M
ITEM_EFF_EQUIP_ARM_04_03,Rise Above L
ITEM_EFF_EQUIP_ARM_05_01,Pixie Power S
ITEM_EFF_EQUIP_ARM_05_02,Pixie Power M
ITEM_EFF_EQUIP_ARM_05_03,Pixie Power L
ITEM_EFF_EQUIP_ARM_05_04,Great Pixie Mana
ITEM_EFF_EQUIP_ARM_06_01,Ruler's Glory S
ITEM_EFF_EQUIP_ARM_06_02,Ruler's Glory M
ITEM_EFF_EQUIP_ARM_06_03,Ruler's Glory L
ITEM_EFF_EQUIP_ARM_06_04,Money Magnet
ITEM_EFF_EQUIP_ARM_06_05,Treasure Magnet
ITEM_EFF_EQUIP_ARM_07_01,Accumulated Mana S
ITEM_EFF_EQUIP_ARM_07_02,Accumulated Mana M
ITEM_EFF_EQUIP_ARM_07_03,Accumulated Mana L
ITEM_EFF_EQUIP_ARM_07_04,Witch's Incantation
ITEM_EFF_EQUIP_ARM_07_05,Spellbreaker Rune
ITEM_EFF_EQUIP_ARM_08_01,Magibreaker Rune
ITEM_EFF_EQUIP_ARM_09_01,Fortress S
ITEM_EFF_EQUIP_ARM_09_02,Fortress M
ITEM_EFF_EQUIP_ARM_09_03,Fortress L
ITEM_EFF_EQUIP_ARM_09_04,Unscathed
ITEM_EFF_EQUIP_ARM_09_05,Flawless
ITEM_EFF_EQUIP_ARM_10_01,Clear Head S
ITEM_EFF_EQUIP_ARM_10_02,Clear Head M
ITEM_EFF_EQUIP_ARM_10_03,Clear Head L
ITEM_EFF_EQUIP_ARM_10_04,All Knowing S
ITEM_EFF_EQUIP_ARM_10_05,All Knowing M
ITEM_EFF_EQUIP_ARM_11_01,All Knowing L
ITEM_EFF_EQUIP_ARM_12_01,Eternal Darkness S
ITEM_EFF_EQUIP_ARM_12_02,Eternal Darkness M
ITEM_EFF_EQUIP_ARM_12_03,Eternal Darkness L
ITEM_EFF_EQUIP_ARM_12_04,Hard Exoskeleton S
ITEM_EFF_EQUIP_ARM_12_05,Hard Exoskeleton M
ITEM_EFF_EQUIP_ARM_13_01,Hard Exoskeleton L
ITEM_EFF_EQUIP_ARM_13_02,Invincible Exoskeleton
ITEM_EFF_EQUIP_ARM_RESERVE_01,
ITEM_EFF_EQUIP_ARM_RESERVE_02,
ITEM_EFF_EQUIP_ARM_RESERVE_03,
ITEM_EFF_EQUIP_ARM_RESERVE_04,
ITEM_EFF_EQUIP_ARM_RESERVE_05,
ITEM_EFF_EQUIP_ARM_RESERVE_06,
ITEM_EFF_EQUIP_ARM_RESERVE_07,
ITEM_EFF_EQUIP_ARM_RESERVE_08,
ITEM_EFF_EQUIP_ARM_RESERVE_09,
ITEM_EFF_EQUIP_ARM_RESERVE_10,
ITEM_EFF_EQUIP_ARM_RESERVE_11,
ITEM_EFF_EQUIP_ARM_RESERVE_12,
ITEM_EFF_EQUIP_ARM_RESERVE_13,
ITEM_EFF_EQUIP_ARM_RESERVE_14,
ITEM_EFF_EQUIP_ARM_RESERVE_15,
ITEM_EFF_EQUIP_ARM_RESERVE_16,
ITEM_EFF_EQUIP_ARM_RESERVE_17,
ITEM_EFF_EQUIP_ARM_RESERVE_18,
ITEM_EFF_EQUIP_ARM_RESERVE_19,
ITEM_EFF_EQUIP_ARM_RESERVE_20,
ITEM_EFF_EQUIP_ARM_RESERVE_21,
ITEM_EFF_EQUIP_ARM_RESERVE_22,
ITEM_EFF_EQUIP_ARM_RESERVE_23,
ITEM_EFF_EQUIP_ARM_RESERVE_24,
ITEM_EFF_EQUIP_ARM_RESERVE_25,
ITEM_EFF_EQUIP_ARM_RESERVE_26,
ITEM_EFF_EQUIP_ARM_RESERVE_27,
ITEM_EFF_EQUIP_ARM_RESERVE_28,
ITEM_EFF_EQUIP_ARM_RESERVE_29,
ITEM_EFF_EQUIP_ARM_RESERVE_30,
ITEM_EFF_EQUIP_ACC_01_05,Power Charm S
ITEM_EFF_EQUIP_ACC_01_06,Power Charm M
ITEM_EFF_EQUIP_ACC_01_07,Power Charm L
ITEM_EFF_EQUIP_ACC_01_08,Hero's Emblem
ITEM_EFF_EQUIP_ACC_02_01,Defense Charm S
ITEM_EFF_EQUIP_ACC_02_02,Defense Charm M
ITEM_EFF_EQUIP_ACC_02_03,Defense Charm L
ITEM_EFF_EQUIP_ACC_02_04,Fortress Emblem
ITEM_EFF_EQUIP_ACC_02_05,Speed Charm S
ITEM_EFF_EQUIP_ACC_02_06,Speed Charm M
ITEM_EFF_EQUIP_ACC_02_07,Speed Charm L
ITEM_EFF_EQUIP_ACC_02_08,Zephyr Emblem
ITEM_EFF_EQUIP_ACC_03_01,Fire Resist Up
ITEM_EFF_EQUIP_ACC_03_02,Fire Resist Up+
ITEM_EFF_EQUIP_ACC_03_03,Ice Resist Up
ITEM_EFF_EQUIP_ACC_03_04,Ice Resist Up+
ITEM_EFF_EQUIP_ACC_04_01,Lightning Resist Up
ITEM_EFF_EQUIP_ACC_04_02,Lightning Resist Up+
ITEM_EFF_EQUIP_ACC_04_03,Wind Resist Up
ITEM_EFF_EQUIP_ACC_04_04,Wind Resist Up+
ITEM_EFF_EQUIP_ACC_05_01,Monster Repellent S
ITEM_EFF_EQUIP_ACC_05_02,Monster Repellent M
ITEM_EFF_EQUIP_ACC_05_03,Monster Repellent L
ITEM_EFF_EQUIP_ACC_06_01,Beloved Medal S
ITEM_EFF_EQUIP_ACC_06_02,Beloved Medal M
ITEM_EFF_EQUIP_ACC_06_03,Beloved Medal L
ITEM_EFF_EQUIP_ACC_07_01,Burning Heart S
ITEM_EFF_EQUIP_ACC_07_02,Burning Heart M
ITEM_EFF_EQUIP_ACC_07_03,Burning Heart L
ITEM_EFF_EQUIP_ACC_07_04,Burning Soul
ITEM_EFF_EQUIP_ACC_08_01,Speed Step S
ITEM_EFF_EQUIP_ACC_08_02,Speed Step M
ITEM_EFF_EQUIP_ACC_08_03,Speed Step L
ITEM_EFF_EQUIP_ACC_08_04,Photon Step
ITEM_EFF_EQUIP_ACC_09_01,Safety Prayer S
ITEM_EFF_EQUIP_ACC_09_02,Safety Prayer M
ITEM_EFF_EQUIP_ACC_09_03,Safety Prayer L
ITEM_EFF_EQUIP_ACC_10_01,Deep Bonds S
ITEM_EFF_EQUIP_ACC_10_02,Deep Bonds M
ITEM_EFF_EQUIP_ACC_10_03,Deep Bonds L
ITEM_EFF_EQUIP_ACC_10_04,Binding Chain
ITEM_EFF_EQUIP_ACC_11_01,Noble Pride S
ITEM_EFF_EQUIP_ACC_11_02,Noble Pride M
ITEM_EFF_EQUIP_ACC_11_03,Noble Pride L
ITEM_EFF_EQUIP_ACC_11_04,Bow Down
ITEM_EFF_EQUIP_ACC_12_01,Secret Knowledge S
ITEM_EFF_EQUIP_ACC_12_02,Secret Knowledge M
ITEM_EFF_EQUIP_ACC_12_03,Secret Knowledge L
ITEM_EFF_EQUIP_ACC_12_04,Family Secret
ITEM_EFF_EQUIP_ACC_12_05,Sage's Strategy S
ITEM_EFF_EQUIP_ACC_12_06,Sage's Strategy M
ITEM_EFF_EQUIP_ACC_12_07,Sage's Strategy L
ITEM_EFF_EQUIP_ACC_12_08,Unbeatable Strategy
ITEM_EFF_EQUIP_ACC_RESERVE_01,
ITEM_EFF_EQUIP_ACC_RESERVE_02,
ITEM_EFF_EQUIP_ACC_RESERVE_03,
ITEM_EFF_EQUIP_ACC_RESERVE_04,
ITEM_EFF_EQUIP_ACC_RESERVE_05,
ITEM_EFF_EQUIP_ACC_RESERVE_06,
ITEM_EFF_EQUIP_ACC_RESERVE_07,
ITEM_EFF_EQUIP_ACC_RESERVE_08,
ITEM_EFF_EQUIP_ACC_RESERVE_09,
ITEM_EFF_EQUIP_ACC_RESERVE_10,
ITEM_EFF_EQUIP_ACC_RESERVE_11,
ITEM_EFF_EQUIP_ACC_RESERVE_12,
ITEM_EFF_EQUIP_ACC_RESERVE_13,
ITEM_EFF_EQUIP_ACC_RESERVE_14,
ITEM_EFF_EQUIP_ACC_RESERVE_15,
ITEM_EFF_EQUIP_ACC_RESERVE_16,
ITEM_EFF_EQUIP_ACC_RESERVE_17,
ITEM_EFF_EQUIP_ACC_RESERVE_18,
ITEM_EFF_EQUIP_ACC_RESERVE_19,
ITEM_EFF_EQUIP_ACC_RESERVE_20,
ITEM_EFF_EQUIP_ACC_RESERVE_21,
ITEM_EFF_EQUIP_ACC_RESERVE_22,
ITEM_EFF_EQUIP_ACC_RESERVE_23,
ITEM_EFF_EQUIP_ACC_RESERVE_24,
ITEM_EFF_EQUIP_ACC_RESERVE_25,
ITEM_EFF_EQUIP_ACC_RESERVE_26,
ITEM_EFF_EQUIP_ACC_RESERVE_27,
ITEM_EFF_EQUIP_ACC_RESERVE_28,
ITEM_EFF_EQUIP_ACC_RESERVE_29,
ITEM_EFF_EQUIP_ACC_RESERVE_30,
ITEM_EFF_EQUIP_ACC_GENERAL_001,HP +10
ITEM_EFF_EQUIP_ACC_GENERAL_002,HP +20
ITEM_EFF_EQUIP_ACC_GENERAL_003,HP +30
ITEM_EFF_EQUIP_ACC_GENERAL_004,ATK +10
ITEM_EFF_EQUIP_ACC_GENERAL_005,ATK +15
ITEM_EFF_EQUIP_ACC_GENERAL_006,ATK +20
ITEM_EFF_EQUIP_ACC_GENERAL_007,DEF +10
ITEM_EFF_EQUIP_ACC_GENERAL_008,DEF +15
ITEM_EFF_EQUIP_ACC_GENERAL_009,DEF +20
ITEM_EFF_EQUIP_ACC_GENERAL_010,SPD +10
ITEM_EFF_EQUIP_ACC_GENERAL_011,SPD +15
ITEM_EFF_EQUIP_ACC_GENERAL_012,SPD +20
ITEM_EFF_EQUIP_ACC_GENERAL_013,Accuracy +3%
ITEM_EFF_EQUIP_ACC_GENERAL_014,Accuracy +5%
ITEM_EFF_EQUIP_ACC_GENERAL_015,Accuracy +7%
ITEM_EFF_EQUIP_ACC_GENERAL_016,Accuracy +10%
ITEM_EFF_EQUIP_ACC_GENERAL_017,Evasion +1%
ITEM_EFF_EQUIP_ACC_GENERAL_018,Evasion +2%
ITEM_EFF_EQUIP_ACC_GENERAL_019,Evasion +3%
ITEM_EFF_EQUIP_ACC_GENERAL_020,Evasion +4%
ITEM_EFF_EQUIP_ACC_GENERAL_021,Critical Rate Up +3%
ITEM_EFF_EQUIP_ACC_GENERAL_022,Critical Rate Up +5%
ITEM_EFF_EQUIP_ACC_GENERAL_023,Critical Rate Up +7%
ITEM_EFF_EQUIP_ACC_GENERAL_024,Critical Rate Up +10%
ITEM_EFF_EQUIP_ACC_GENERAL_025,Enhance Critical +5%
ITEM_EFF_EQUIP_ACC_GENERAL_026,Enhance Critical +10%
ITEM_EFF_EQUIP_ACC_GENERAL_027,Enhance Critical +15%
ITEM_EFF_EQUIP_ACC_GENERAL_028,Enhance Critical +20%
ITEM_EFF_EQUIP_ACC_GENERAL_029,Enhance Skills +3%
ITEM_EFF_EQUIP_ACC_GENERAL_030,Enhance Skills +5%
ITEM_EFF_EQUIP_ACC_GENERAL_031,Enhance Skills +7%
ITEM_EFF_EQUIP_ACC_GENERAL_032,Enhance Skills +10%
ITEM_EFF_EQUIP_ACC_GENERAL_033,Enhance Items +3%
ITEM_EFF_EQUIP_ACC_GENERAL_034,Enhance Items +5%
ITEM_EFF_EQUIP_ACC_GENERAL_035,Enhance Items +7%
ITEM_EFF_EQUIP_ACC_GENERAL_036,Enhance Items +10%
ITEM_EFF_EQUIP_ACC_GENERAL_037,Weaken Items +3%
ITEM_EFF_EQUIP_ACC_GENERAL_038,Weaken Items +5%
ITEM_EFF_EQUIP_ACC_GENERAL_039,Weaken Items +7%
ITEM_EFF_EQUIP_ACC_GENERAL_040,Weaken Items +10%
ITEM_EFF_EQUIP_ACC_GENERAL_041,Resist Ailments +3%
ITEM_EFF_EQUIP_ACC_GENERAL_042,Resist Ailments +5%
ITEM_EFF_EQUIP_ACC_GENERAL_043,Resist Ailments +7%
ITEM_EFF_EQUIP_ACC_GENERAL_044,Resist Ailments +10%
ITEM_EFF_EQUIP_ACC_GENERAL_045,Resist KO +3%
ITEM_EFF_EQUIP_ACC_GENERAL_046,Resist KO +5%
ITEM_EFF_EQUIP_ACC_GENERAL_047,Resist KO +7%
ITEM_EFF_EQUIP_ACC_GENERAL_048,Resist KO +10%
ITEM_EFF_EQUIP_ACC_GENERAL_049,Reduce Damage -3%
ITEM_EFF_EQUIP_ACC_GENERAL_050,Reduce Damage -5%
ITEM_EFF_EQUIP_ACC_GENERAL_051,Reduce Damage -7%
ITEM_EFF_EQUIP_ACC_GENERAL_052,Reduce Damage -10%
ITEM_EFF_EQUIP_ACC_GENERAL_053,Add Stun +3
ITEM_EFF_EQUIP_ACC_GENERAL_054,Add Stun +5
ITEM_EFF_EQUIP_ACC_GENERAL_055,Add Stun +7
ITEM_EFF_EQUIP_ACC_GENERAL_056,Add Stun +10
ITEM_EFF_EQUIP_ACC_GENERAL_057,Resist Stun +5
ITEM_EFF_EQUIP_ACC_GENERAL_058,Resist Stun +10
ITEM_EFF_EQUIP_ACC_GENERAL_059,Resist Stun +15
ITEM_EFF_EQUIP_ACC_GENERAL_060,Resist Stun +20
ITEM_EFF_EQUIP_ACC_GENERAL_061,Enhance Stun +3%
ITEM_EFF_EQUIP_ACC_GENERAL_062,Enhance Stun +5%
ITEM_EFF_EQUIP_ACC_GENERAL_063,Enhance Stun +7%
ITEM_EFF_EQUIP_ACC_GENERAL_064,Enhance Stun +10%
ITEM_EFF_EQUIP_ACC_GENERAL_065,HP Regen XS
ITEM_EFF_EQUIP_ACC_GENERAL_066,HP Regen S
ITEM_EFF_EQUIP_ACC_GENERAL_067,HP Regen M
ITEM_EFF_EQUIP_ACC_GENERAL_068,HP Regen L
ITEM_EFF_EQUIP_ACC_GENERAL_069,HP Regen XL
ITEM_EFF_EQUIP_ALL_RESERVE_01,
ITEM_EFF_EQUIP_ALL_RESERVE_02,
ITEM_EFF_EQUIP_ALL_RESERVE_03,
ITEM_EFF_EQUIP_ALL_RESERVE_04,
ITEM_EFF_EQUIP_ALL_RESERVE_05,
ITEM_EFF_EQUIP_ALL_RESERVE_06,
ITEM_EFF_EQUIP_ALL_RESERVE_07,
ITEM_EFF_EQUIP_ALL_RESERVE_08,
ITEM_EFF_EQUIP_ALL_RESERVE_09,
ITEM_EFF_EQUIP_ALL_RESERVE_10,
ITEM_EFF_EQUIP_ALL_RESERVE_11,
ITEM_EFF_EQUIP_ALL_RESERVE_12,
ITEM_EFF_EQUIP_ALL_RESERVE_13,
ITEM_EFF_EQUIP_ALL_RESERVE_14,
ITEM_EFF_EQUIP_ALL_RESERVE_15,
ITEM_EFF_EQUIP_ALL_RESERVE_16,
ITEM_EFF_EQUIP_ALL_RESERVE_17,
ITEM_EFF_EQUIP_ALL_RESERVE_18,
ITEM_EFF_EQUIP_ALL_RESERVE_19,
ITEM_EFF_EQUIP_ALL_RESERVE_20,
ITEM_EFF_EQUIP_ALL_RESERVE_21,
ITEM_EFF_EQUIP_ALL_RESERVE_22,
ITEM_EFF_EQUIP_ALL_RESERVE_23,
ITEM_EFF_EQUIP_ALL_RESERVE_24,
ITEM_EFF_EQUIP_ALL_RESERVE_25,
ITEM_EFF_EQUIP_ALL_RESERVE_26,
ITEM_EFF_EQUIP_ALL_RESERVE_27,
ITEM_EFF_EQUIP_ALL_RESERVE_28,
ITEM_EFF_EQUIP_ALL_RESERVE_29,
ITEM_EFF_EQUIP_ALL_RESERVE_30,
ITEM_EFF_CREATE_QUALITY_01,Synth Quality +5
